PD;DeudaTotalSBSMicrof_M3max_rango;Documentos.Impagos_n_1_rango;MAXIMO_DIAS_ATRASO_DDIRECTASBS_M3max_rango;riesgos_al_menos_uno_de_los_solicitantes_vive_en_la_garantia__rango;ocupacion2;Grupo.Distritos;Calificación_1_rango;diasatraso_rango;riesgos_motivo_principal_del_prestamo_rango;SCORE 26;score final
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;D;687
0;a. hasta 10000;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;d. Otros motivos personales;B;898
0;b. 10001 a más;b. tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;b. Capital de trabajo;C;854
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A+;950
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 1;a. Normal;c. nuevo;a. Construir o remodelar;B;911
0;a. hasta 10000;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 1;b. Sin Calificación/CPP;b. 1 hasta 60;b. Capital de trabajo;E;669
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;C;859
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;C;766
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;b. dependiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;d. Otros motivos personales;A;916
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;888
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;C;832
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;888
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 1;b. Sin Calificación/CPP;b. 1 hasta 60;b. Capital de trabajo;C;798
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;B;881
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;c. Compra de deuda;B;873
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;b. dependiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;c. Compra de deuda;B;890
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;888
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;C;853
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 1;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;b. Capital de trabajo;D;724
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;a. Construir o remodelar;A;926
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;b. Capital de trabajo;A;944
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;B;889
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;b. dependiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;B;881
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;d. Otros motivos personales;A;945
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;b. Capital de trabajo;A;944
0;b. 10001 a más;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;d. Otros motivos personales;B;898
1;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;B;898
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;b. Sin Calificación/CPP;b. 1 hasta 60;c. Compra de deuda;A+;961
0;b. 10001 a más;b. tiene;a. 0 a 15;a. NO;b. dependiente;grupo 1;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;E;632
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;c. Compra de deuda;C;844
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;C;828
1;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;b. dependiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;C;767
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;B;915
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;b. dependiente;grupo 3;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;B;913
0;b. 10001 a más;b. tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;c. Compra de deuda;C;809
0;a. hasta 10000;a. no tiene;b. mas de 15;b. SÍ;b. dependiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;C;856
0;a. hasta 10000;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;B;869
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;b. Capital de trabajo;A;931
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 1;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;C;818
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 3;a. Normal;c. nuevo;a. Construir o remodelar;A+;954
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A+;950
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;B;881
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 1;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;C;816
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;a. Construir o remodelar;A;933
1;b. 10001 a más;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;c. nuevo;d. Otros motivos personales;B;879
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;b. Capital de trabajo;C;836
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;870
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;C;852
1;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;C;854
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;C;859
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 3;a. Normal;c. nuevo;a. Construir o remodelar;A+;954
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;b. dependiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A;935
0;b. 10001 a más;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;c. Compra de deuda;D;754
0;b. 10001 a más;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;D;692
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;b. 1 hasta 60;c. Compra de deuda;A+;967
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;888
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;A;928
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;b. Capital de trabajo;B;904
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;c. Compra de deuda;A;935
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 1;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;E;580
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;b. Capital de trabajo;A;944
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;B;889
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;d. Otros motivos personales;A+;951
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;b. Capital de trabajo;C;836
1;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;888
1;a. hasta 10000;b. tiene;b. mas de 15;b. SÍ;b. dependiente;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;a. Construir o remodelar;D;743
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A+;950
1;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;a. Construir o remodelar;B;876
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;c. arrendamiento;grupo 2;a. Normal;c. nuevo;c. Compra de deuda;A+;952
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;C;819
0;a. hasta 10000;b. tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;E;669
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;A+;947
0;a. hasta 10000;a. no tiene;a. 0 a 15;a. NO;c. arrendamiento;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;C;856
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;a. Normal;b. 1 hasta 60;a. Construir o remodelar;A;940
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 1;a. Normal;c. nuevo;b. Capital de trabajo;C;776
0;b. 10001 a más;b. tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;d. Otros motivos personales;C;785
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 3;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;A;929
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;a. Construir o remodelar;A;926
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;b. 1 hasta 60;b. Capital de trabajo;B;874
0;a. hasta 10000;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;C;846
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A;921
0;b. 10001 a más;b. tiene;b. mas de 15;a. NO;b. dependiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;D;675
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A;921
1;a. hasta 10000;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;D;747
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;C;854
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;D;750
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;A;933
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A+;950
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;A;933
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;a. Construir o remodelar;A;933
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;c. Compra de deuda;A;935
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A;921
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 3;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;A+;958
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;C;846
0;a. hasta 10000;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 3;c. Deficiente/Dudoso/Perdida;c. nuevo;d. Otros motivos personales;B;904
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;A;933
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;C;768
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;C;801
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;B;915
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;C;844
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;A;929
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;A;941
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;B;889
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;c. nuevo;c. Compra de deuda;A+;949
0;a. hasta 10000;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;b. 1 hasta 60;a. Construir o remodelar;C;824
0;a. hasta 10000;b. tiene;a. 0 a 15;a. NO;a. independiente;grupo 3;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;C;827
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 1;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;E;650
1;b. 10001 a más;a. no tiene;b. mas de 15;a. NO;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;E;575
1;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;C;819
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;B;898
1;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;C;801
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;a. Construir o remodelar;A;937
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;c. Compra de deuda;B;891
1;a. hasta 10000;b. tiene;b. mas de 15;a. NO;a. independiente;grupo 1;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;E;302
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;887
1;a. hasta 10000;b. tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;D;733
1;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;C;784
0;a. hasta 10000;a. no tiene;a. 0 a 15;a. NO;c. arrendamiento;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;a. Construir o remodelar;B;903
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;a. Normal;c. nuevo;d. Otros motivos personales;A+;961
0;a. hasta 10000;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;c. Compra de deuda;A;933
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;b. 1 hasta 60;b. Capital de trabajo;A;925
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;c. Compra de deuda;A+;957
1;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;C;854
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;888
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;C;859
1;b. 10001 a más;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;D;694
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;888
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;d. Otros motivos personales;B;890
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;B;881
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;a. Construir o remodelar;A;937
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;A;932
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;B;869
0;b. 10001 a más;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 3;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;C;798
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;A+;947
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 3;a. Normal;b. 1 hasta 60;a. Construir o remodelar;A+;980
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;c. arrendamiento;grupo 1;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;C;850
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;B;914
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;b. Capital de trabajo;A+;950
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;a. Construir o remodelar;A;933
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;B;888
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;C;819
0;a. hasta 10000;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 3;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;a. Construir o remodelar;C;772
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;b. dependiente;grupo 2;a. Normal;c. nuevo;c. Compra de deuda;A;931
1;a. hasta 10000;b. tiene;a. 0 a 15;a. NO;b. dependiente;grupo 1;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;E;560
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;b. Sin Calificación/CPP;b. 1 hasta 60;c. Compra de deuda;A+;961
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;b. Capital de trabajo;B;904
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;C;801
1;a. hasta 10000;a. no tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;C;784
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;B;865
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;B;871
1;a. hasta 10000;b. tiene;a. 0 a 15;a. NO;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;E;669
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;c. Compra de deuda;A;935
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;b. 1 hasta 60;b. Capital de trabajo;A;925
0;b. 10001 a más;b. tiene;a. 0 a 15;b. SÍ;b. dependiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;B;871
0;a. hasta 10000;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;b. 1 hasta 60;a. Construir o remodelar;C;824
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;b. 1 hasta 60;c. Compra de deuda;B;903
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;b. 1 hasta 60;b. Capital de trabajo;A;944
0;a. hasta 10000;b. tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;b. 1 hasta 60;b. Capital de trabajo;A;924
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;b. 1 hasta 60;b. Capital de trabajo;B;900
0;a. hasta 10000;b. tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;d. Otros motivos personales;C;805
0;b. 10001 a más;b. tiene;a. 0 a 15;a. NO;b. dependiente;grupo 2;a. Normal;c. nuevo;a. Construir o remodelar;C;807
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;a. Normal;c. nuevo;b. Capital de trabajo;B;915
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;b. dependiente;grupo 3;b. Sin Calificación/CPP;c. nuevo;a. Construir o remodelar;B;887
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;b. Sin Calificación/CPP;c. nuevo;d. Otros motivos personales;A+;962
0;a. hasta 10000;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;b. 1 hasta 60;b. Capital de trabajo;A+;967
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;b. Capital de trabajo;D;747
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 3;a. Normal;c. nuevo;c. Compra de deuda;A+;962
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;c. arrendamiento;grupo 3;c. Deficiente/Dudoso/Perdida;c. nuevo;a. Construir o remodelar;B;896
0;b. 10001 a más;a. no tiene;a. 0 a 15;b. SÍ;a. independiente;grupo 2;c. Deficiente/Dudoso/Perdida;c. nuevo;c. Compra de deuda;B;886
0;b. 10001 a más;a. no tiene;b. mas de 15;b. SÍ;a. independiente;grupo 2;b. Sin Calificación/CPP;c. nuevo;b. Capital de trabajo;C;801
0;b. 10001 a más;a. no tiene;a. 0 a 15;a. NO;b. dependiente;grupo 2;a. Normal;c. nuevo;c. Compra de deuda;A;931
